District,Rooms,Price,Area,Floor_Number,Total_Floors,Is_First_Floor,Is_Last_Floor,Has_Gas,Has_Tec,Construction_Type,Construction_Year,Has_Garage,Is_Closed_Complex,Description,Url
Хаджи Димитър,2,158000,71,2,6,0,0,0,0,Тухла,2028,1,0,"Представяме ви за продажба двустаен апартамент в новострояща се жилищна сграда, разположена в кв. Хаджи Димитър, ул. Васил Кънчев. Жилището е със застроена площ 60.8 кв.м., разпределени в : дневна с кухненски бокс- 26,7 кв.м., спалня -14.9 кв.м.,баня с тоалетна и тераса. На пешеходно разстояние се намират: метростанция 'Стадион Георги Аспарухов', училище, ясла и детска градина, търговски комплекс, големи вериги супермаркети. Сграда TERRA е проектирана като съвременен жилищен проект с акцент върху комфорта, енергийната ефективност и качествената среда на живот. Общите части ще бъдат луксозно изпълнени, с видеонаблюдение и контролиран достъп, както и вътрешен озеленен двор в японски стил. Асансьорът е оборудван с UPS система. Към всеки апартамент е предвидено паркомясто с монтиран 7.4 kW Wallbox за зареждане на plug-in хибридни и електромобили. Технологично сградата е решена със съвременна система от гипсокартон и каменна вата за вътрешните стени, което осигурява значително по-добра топло- и шумоизолация в сравнение със стандартното тухлено строителство. Това означава по-тихи апартаменти, по-добър микроклимат и възможност за бъдещи промени и ремонти без тежки и шумни процеси. В апартаментите са предвидени: - подово отопление на ТЕЦ - висок клас дограма с трислоен стъклопакет - трифазен ток - складово помещение към всеки имот. Има възможност и за изготвяне и изпълнение на индивидуален интериорен проект. Сградата е с издадено разрешение за строеж, Акт 16 се очаква през декември 2028 г. Предлагаме и други двустайни и тристайни жилища в сградата. За повече информация и наличности - свържете се с нас. Без комисиона от купувача.",https://www.imot.bg/obiava-1b176908132933128-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar
Хаджи Димитър,2,185000,76,9,9,0,1,0,0,Тухла,2026,1,0,"www.almainvest.bg град София, ул Васил Петлешков 8. Апартамент 34/вход А/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза. Двустаен апартамент в новострояща се сграда ARCH RESIDENCE ул. Васил Петлешков 8 - моста Чавдар. Метростанция Хаджи Димитър 350м. Състои от коридор, дневна с кухня и трапезария, 1 спални, баня с тоалетна, тераса.Обща площ 75,93кв.м Чиста жилищна площ-65,40 кв.м. Издава се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло. Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа. Паркоместа - 30 000евро Гаражи - 50 000 евро Начало на строителство м.Април 2024г. Акт 16 Декември 2026г. Сградата е на етап Акт 14 Гъвкава схема на плащане. тел за връзка: 0887 59 75 32/офис 02 971 24 44 /0885 800 928 е-mail: [email protected] /[email protected] www.almainvest.bg http://: almainvest.imot.bg",https://www.imot.bg/obiava-1b175992374365962-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar-ul-vasil-petleshkov
Хаджи Димитър,2,185000,77,9,9,0,1,0,0,Тухла,2026,1,0,"www.almainvest.bg град София, ул Васил Петлешков 8. Апартамент 35/вход А/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза. Двустаен апартамент в новострояща се сграда ARCH RESIDENCE ул. Васил Петлешков 8 - моста Чавдар. Метростанция Хаджи Димитър 350м. Състои от коридор, дневна с кухня и трапезария, 1 спални, баня с тоалетна, тераса.Обща площ 77,06кв.м Чиста жилищна площ-66,37 кв.м. Издава се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло. Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа. Паркоместа - 30 000евро Гаражи - 50 000 евро Начало на строителство м.Април 2024г. Акт 16 Декември 2026г. Сградата е на етап Акт 14 Гъвкава схема на плащане. тел за връзка: 0887 59 75 32/офис 02 971 24 44 /0885 800 928 е-mail: [email protected] /[email protected] www.almainvest.bg http://: almainvest.imot.bg",https://www.imot.bg/obiava-1b175992432782271-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar-ul-vasil-petleshkov
Сухата река,2,170000,58,2,8,0,0,0,0,Тухла,1970,1,0,"Продаваме слънчев, двустаен апартамент. Жилището е с южно изложение, което е допълнение с голямото отстояние от близките сгради го прави изключително светло и топло. Сградата е с добре поддържани общи части, като са подменени входните врати, звънчевата и домофонна инсталации, дограмата на стълбищната клетка, водопроводните щрангове, настилките, фасадите и др. Около бл. 57 има множество места за паркиране, като в близост се намират спирки на градски транспорт, големи търговски обекти и различни учреждения. Без комисиона от купувача! Огледи са възможни почти по всяко време. Още наши оферти можете да намерите на www.universi.bg",https://www.imot.bg/obiava-1b176769394374671-prodava-dvustaen-apartament-grad-sofiya-suhata-reka
Сухата река,2,215000,86,2,5,0,0,0,0,Тухла,2026,1,0,"Предлагаме Ви просторен двустаен апартамент, разположен на изключително комуникативно място в нова, модерна жилищна сграда. Апартаментът се състои от входно антре, складово/мокро помещение, спалня, просторна дневна с кухненски бокс, баня с тоалетна и лоджия. Отоплението е на ток, с възможност за климатизация. Предимства на имота: -Нова сграда -Завършен до ключ с настилки и санитария в банята -Просторни и функционални помещения -Южно изложение -Светъл и топъл вътрешен апартамент -Ниски разходи за поддръжка Локация: -Изключително комуникативен район -Бърз достъп до основни пътни артерии -В близост до магазини и удобства -Спокойна жилищна среда Допълнителна информация: -Площ: 86 кв.м., застроена площ 67 кв.м. -Етаж: втори надпартерен -Паркомясто/Гараж: паркомясто във вътрешен двор с ограничен достъп -Акт 16: до края на януари 2026 г. За повече информация или оглед:70287 Последвайте ни в социалните мрежи, където също може да разгледате нашите актуални предложения. Facebook - https://www.facebook.com/AssistProperty Instagram - https://instagram.com/assist.property?igshidMTNkZmZnZjhoM3ZpMg",https://www.imot.bg/obiava-1b176838334953973-prodava-dvustaen-apartament-grad-sofiya-suhata-reka-ul-devnya
Сухата река,2,179000,74,2,14,0,0,0,0,ЕПК,1970,1,0,"ПРОСТОРЕН, НЕПРЕХОДЕН, ВЪТРЕШЕН, ТОПЪЛ апартамент в ЕПК блок от 70-те г. с отличен вход, на етаж 2 от 14, асансьор; в близост до Стадион Герена, бъдеща метростанция, детска градина, детска площадка; РАЗПРЕДЕЛЕНИЕ: 74,47 кв.м застроена площ; хол, стая, кухня, баня, тоалетна, два балкона - единият пред хола - остъклен с PVC дограма; вторият - усвоен към кухнята; ОТОПЛЕНИЕ: ТЕЦ, топла вода (бойлер); ПОДОВИ НАСТИЛКИ: хол, стая, кухня - балатум; коридор - теракота; баня, тоалетна - фаянс, теракота; PVC дограма; ап. има нужда от ремонт, но е с отлично разпределение, удобен за преустройство, с големи, просторни помещения; ИЗЛОЖЕНИЕ: хол - ЮГ, стая и кухня - С; мазе - 3,46 кв.м; ЗА ПОВЕЧЕ ПОДРОБНОСТИ И ОГЛЕДИ: 0899 931 948, оферта 11921",https://www.imot.bg/obiava-1b175939914871759-prodava-dvustaen-apartament-grad-sofiya-suhata-reka
Център,2,109999,66,3,3,0,1,0,0,Гредоред,0,1,0,"Компания ЕКС представя на Вашето внимание двустаен апартамент в Центъра на град София. МЕСТОПОЛОЖЕНИЕ: Намира се на комуникативна локация, в близост до административни учреждения, магазини, автобусни спирки, супермаркети, училища и детски градини. СТРОИТЕЛСТВО: Апартаментът е ситуиран на 3-ти етаж. РАЗПРЕДЕЛЕНИЕ: Жилището разполага с площ от 66 кв.м. разпределена във входно антре, хол, кухня, спалня и баня с тоалетна. СЪСТОЯНИЕ: За ремонт. ОСОБЕНОСТИ: Към апартамента има мазе. Имота е със статут на апартамент. Изрядни документи и предплатени сметки за вода сменени водомери с дистанционно отчитане. Апартамента обхваща целият етаж на сградата. Заповядайте да Ви го покажем. Използвайки нашите услуги Вие ще превърнете закупуването на новия си дом в едно приятно изживяване, ще получите персонален консултант, съдействие при кандидатстване за кредит от всички банки в България, интериорни дизайнери и екип, който да се погрижи за нужните документи по Вашата сделка. На Ваше разположение сме всеки ден, от понеделник до неделя от 09:00 до 20:00ч. Възползвайте се от безплатна консултация в наш офис, където ще ви спестим време и ще ви запознаем с всички актуални имоти в България, отговарящи на Вашето търсене. Свържете се с нас на 0887 77 99 90 или на 0886 12 12 57 и цитирайте кода към имота: 97546",https://www.imot.bg/obiava-1b176916840852755-prodava-dvustaen-apartament-grad-sofiya-tsentar
Център,2,149000,64,1,6,1,0,0,0,Тухла,1960,1,0,"'SPG Real Estate' представя на Вашето внимание апартамент в центрaлната част на София, на ул.'Софроний Врачански' 125, в близост до градинката 'Майчин дом', спирки на градски транспорт и метростанция. Тухлена сграда от началото на 60-те години. Апартаментът се състои от две самостоятелни стаи, входно антре, коридор и санитарен възел с площ по документи 58,05 кв. м., като разполага и с МАЗЕ и ТАВАНСКО ПОМЕЩЕНИЕ. Отопление - ТЕЦ. Изложение - Запад Имотът е изцяло за ремонт, което дава възможност на новите собственици да го преустроят и обновят според собствения си вкус и нужди. Подходящ както за инвестиция с цел отдаване под наем, така и за лично ползване след ремонт. За повече информация и огледи: 359886792270 ; 359895636043 SPG Real Estate",https://www.imot.bg/obiava-1b176294000849865-prodava-dvustaen-apartament-grad-sofiya-tsentar
Триъгълника,2,173000,70,2,5,0,0,0,0,Тухла,2008,1,0,"Компактно, слънчево жилище, с три отделни помещения в ж.к Триъгълника! Статут на АТЕЛИЕ (поради липсата на балкон)! Добре поддържана сграда от 2008 година, на прекрасна тиха локация, на пет минути от метростанция Хан Кубрат. Имота се състои от три отделни помещения, като две от стаите са с преход. Основното изложение е юг и изток. Към жилището има прележащо мазе от 6 кв.м.",https://www.imot.bg/obiava-1b176821207609372-prodava-dvustaen-apartament-grad-sofiya-triagalnika-ul-stefanson
Център,2,126876,90,2,6,0,0,0,0,Тухла,2026,1,0,"голям 2-стаен от строител без комисион Район Подуяне на 13минути от идеален център на София. В новострояща се малка бутикова сграда с 15апартамента, надземни и подземни гаражи. -контролиран достъп, видеонаблюдение; Високо качество и енергийна ефективност. ул. Ст.Доспевски АПАРТАМЕНТ 4_на_Етаж2_об.площсклад_89,82м2/застр.площ_72,73м2 -изложение:изток Дневна с Трапезария и бокс(27,20м2) с излаз на тераса(5,86м2) стая(14,59м2)с излаз на тераса(5,86м2) баняWC(3,70м2) мокро помещение(2,21м2) антре(4,99м2) склад(2,77м2) отопление: на ток- подово с термопомпа настилки: шпакловка, замазка и възможност за довършване до ключ с допълнителна договорка Подземен гараж цена-22000евро, достъп до подземния паркинг се осъществява чрез хидравличен подемник Завършване 11.2026г. ЛУКСОЗНО ОБЩИ ЧАСТИ, АСАНСЬОР-KONE MonoSpace ДОГРАМА-7камерна-KÖMMERLING; СОТ система за всеки апартамент Район с много зелени пространства близо до: паркова зона и спирки на градски транспорт, магазини, шоурум, заведения за хранене, Аптеки; Банки; __на 2 минути от трамвайна спирка на Бул. Ботевградско шосе; __на 2 минути от училище ; __на 2 минути от детска градина; __на 5 минути от нова метролиния М3,която се очаква да бъде готово до 2025г. __на 10 минути от центъра на София-катедрала Свети Александър Невски __на 10 минути от ПАРК 'ГЕРЕНА' и Стадион-Арена Георги Аспарухов; __на 8 минути от плувен комплекс 'Варадеро'",https://www.imot.bg/obiava-1b175336413296305-prodava-dvustaen-apartament-grad-sofiya-tsentar
Хаджи Димитър,2,189000,76,7,9,0,0,0,0,Тухла,2026,1,0,"www.almainvest.bg град София, ул Васил Петлешков 8. Апартамент 25/вход Б/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза. Двустаен апартамент в новострояща се сграда ARCH RESIDENCE ул. Васил Петлешков 8 - моста Чавдар. Метростанция Хаджи Димитър 350м. Състои от коридор, дневна с кухня и трапезария, 1 спални, баня с тоалетна, тераса.Обща площ 76,01кв.м Чиста жилищна площ-64,92 кв.м. Издава се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло. Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа. Паркоместа - 30 000евро Гаражи - 50 000 евро Начало на строителство м.Април 2024г. Акт 16 Декември 2026г. Сградата е на етап Акт 14 Гъвкава схема на плащане. тел за връзка: 0887 59 75 32/ офис 02 971 24 44 /0885 800 928 е-mail: [email protected] /[email protected] www.almainvest.bg http://: almainvest.imot.bg",https://www.imot.bg/obiava-1b169382702901650-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar-ul-vasil-petleshkov
Хаджи Димитър,2,120026,56,2,6,0,0,0,0,Тухла,2028,1,0,"PL Group представя нов проект, директно от инвеститор, срещу стадион 'Георги Аспарухов' Сградата е разположена на 50 метра от Метростанция и училище, в близост до спирки на градски транспорт, магазини и парк 'Герена'. Апартамент 6 е разположен на 2 етаж с изцяло южно изложение. Състои се от дневна с кухненски бокс, спалня, баня с тоалетна и тераса. Сградата се отличава с модерен архитектурен стил и високо качество на вложените материали. Състои се от само 18 апартамента с едни от най-изгодните цени за района. Част от акцентите в изпълнението са: окачена фасада, входни врати Solid, зидария Wienerberger, Белгийска дограма DECEUNINCK, асансьор ORONA и множество системни решения за по-добра енергийна ефективност. Районът предразполага с преобладаващото ниско застрояване, новоизграждаща се връзка с Метро, бързият достъп до централната част на града и добрият инвестиционен потенциал на новото строителство. Изключително подходящо предложение за живеене или инвестиция ! За повече информация : Ради Лафи - 0886688821",https://www.imot.bg/obiava-1b176900905276874-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar
Център,2,145670,72,6,16,0,0,0,0,Тухла,2028,1,0,"Двустайно жилище с гледка В процес на Строителство Без комисионна Застроена площ: 56,31 кв.м; Обща площ: 71,76 кв.м; Изложение: Юг-Запад; Етаж: 6-ти от 16; Етап: подземни етажи. Възможност за закупуване на гараж или паркомясто. Очакван Акт 16: края на 2028 г. Директна продажба от строител без комисионна. Строител-инвеститор: INFINITY Сграда AMARU е модерна 16-етажна сграда, разположена на централна и комуникативна локация! Локация: бул. Мария Луиза 126 Отлична възможност за покупка на изключително кокурентни цени. Предимства на позиция на сградата: Точно до метростанция Княгиня Мария Луиза ; ДКЦ 7, детска градина Братя Грим , 100 ОУ Найден Геров ; Езикова гимназия Света София ; Големи търговски обекти и банки. Инфинити е строително-инвестиционна компания с над 21 години опит в жилищното строителство! Създаваме домове с изключителен дизайн, висококачествени материали и репутация на препоръчвана строителна компания във високия сегмент имоти. Нашите консултанти са на разположение за информация и огледи. Свържете се с нас без колебание! https://infinityproperty.bg/ [email protected] 0700 700 95 Очакваме ви!",https://www.imot.bg/obiava-1b176917776126275-prodava-dvustaen-apartament-grad-sofiya-tsentar
Център,2,169000,110,5,6,0,0,0,0,Тухла,2026,1,0,"от строител без комисион Промо цена Новострояща се сграда с апартаменти, надземни и подземни гаражи ул. Враня и ул.Каменно цвете -предпочитан район в столицата. Много добри комуникации- на минути от идеален център и главни булеварди. Сградата е разположена между няколко метростанции - на ул. Опълченска и метростанция Константин Величков В близост до паркови зони , училища и детски градини . В район с нови, луксозни кооперации. Апартамент_на_Етаж_5_об.площсклад_111,46м2/об.площ Апартамент_105,93м2; застр.площ.83,94м2__изложения -изток/запад -холтрапезариябокс(26,99м2)с тераса(10,84м2) и покривна озеленена тераса(13,39м2)-изложение_запад -спалня(18,63м2)с възможност за преграждане на 2помещения_с покривна тераса с озеленена градина(11,61м2)-изложение_изток -гардеробна стая(8,68м2)с покривна тераса(13,39м2)-изложение_запад -баняwc(2,69м2) -коридор(3,70м2) -склад(5,53м2) отопление: климатици __тухлена сграда, луксозни общи части с настилка от гранитогрес, минерална мазилка с топлоизолация. Пет камерна немска PVC дограма и Високо-технологичен асансьор. Сградата ще разполага с контрол на достъпа с Видео наблюдение Завършване: 12.2026",https://www.imot.bg/obiava-1b176598800254346-prodava-dvustaen-apartament-grad-sofiya-tsentar
Хладилника,2,294400,92,0,0,1,1,0,0,Тухла,2026,1,0,"Предлагаме Ви този прекрасен двустаен апартамент в новострояща се сграда със смесено предназначение, съчетаваща удобство, функционалност и съвременна архитектура. Имотът е със североизточно изложение и разполага с антре, просторна дневна с кухненски бокс, спалня с гардеробна, мокро помещение, тоалетна с баня, както и балкон. Сградата е разположена в квартал Хладилника и се състои от партерен етаж с търговски обекти, два офисни и пет жилищни етажа, осигурявайки перфектна среда за живот и работа. Подсигурени са също подземни паркоместа за автомобили, както и за велосипеди. - До метростанция Витоша и МОЛ Парадайс - Алуминиева дограма с троен стъклопакет - 'Schüco' - Термо помпа Вода/Въздух - 'Daikin' - Водно подово отопление - Асансьор - 'Otis' Схема на плащане 40/20/40/ За повече информация не се колебайте да се свържете с нас на тел: 0883505050",https://www.imot.bg/obiava-1b176311623165223-prodava-dvustaen-apartament-grad-sofiya-hladilnika
Център,2,165000,66,6,6,0,1,0,0,Тухла,2026,1,0,"Този имот е отличен избор за всеки, който търси съчетание на комфорт, стил и удобство. Агенция Би Пи Си предлага за продажба светъл и функционален двустаен апартамент в новопостроена сграда, разположена на комуникативна локация в близост до центъра на града, метростанция Опълченска и МОЛ София. Имотът съчетава модерен дизайн, практично разпределение и отлична среда за живеене. Апартаментът се състои от просторна дневна с кухненски бокс, уютна спалня, баня с тоалетна, мокро помещение и голяма тераса, подходяща за отдих и обособяване на външен кът. Благодарение на доброто изложение и големите прозорци жилището е изключително светло и топло. Сградата е ново строителство, изпълнена с висококачествени материали, модерни общи части и контролиран достъп. Районът предлага бърз достъп до центъра, градски транспорт, магазини, заведения, училища и всички необходими удобства. Имотът е отличен избор както за лично ползване, така и за инвестиция с цел отдаване под наем. За повече информация и оглед свържете се с нас и цитирайте референтен номер: 111806 .",https://www.imot.bg/obiava-1b176900177534391-prodava-dvustaen-apartament-grad-sofiya-tsentar
Сухата река,2,169996,58,0,0,1,1,0,0,Тухла,0,1,0,"Представяме Ви просторно и светло жилище, разположено в един от най-спокойните и добре организирани райони на ж.к. Сухата река. Апартаментът е разположен на първи жилищен етаж, над магазини, с реална площ от 58 кв.м. Жилището впечатлява с естествена светлина, просторни помещения и удобни остъклени тераси, които предоставят допълнителна възможност за използване през всички сезони. Разпределение: ? Входно антре; ? Светла дневна зона; ? Кухненска част с преход към дневната; ? Удобна и самостоятелна спалня; ? Просторна баня ? Две дълги остъклени тераси, с достъп от всяка стая; ? Прилежащ склад 3.31 кв.м. Характеристики и предимства: - Просторни и правилно пропорционирани помещения; - Баня в добро общо състояние - Поддържани общи части и контролиран достъп; - Зелена гледка от жилището. Изключително подходящ както за личен дом, така и за инвестиция с висок потенциал за отдаване под наем (yavlenaCOM/164390).",https://www.imot.bg/obiava-1b176922449372474-prodava-dvustaen-apartament-grad-sofiya-suhata-reka
Хаджи Димитър,2,169000,68,5,9,0,0,0,0,Тухла,2026,1,0,"www.almainvest.bg град София, ул Васил Петлешков 8. Апартамент 19/вход Б/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза. Двустаен апартамент в новострояща се сграда ARCH RESIDENCE ул. Васил Петлешков 8 - моста Чавдар. Метростанция Хаджи Димитър 350м. Състои от коридор, дневна с кухня и трапезария, 1 спални, баня с тоалетна, тераса.Обща площ 68,72кв.м Чиста жилищна площ-58,51 кв.м. Издава се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло. Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа. Паркоместа- 30 000евро Гаражи - 50 000евро Начало на строителство м.Април 2024г. Акт 16 Декември 2026г. Сградата е на етап Акт 14 Гъвкава схема на плащане. тел за връзка: 0887 59 75 32/офис 02 971 24 44 /0885 800 928 е-mail: [email protected] /[email protected] www.almainvest.bg http://: almainvest.imot.bg",https://www.imot.bg/obiava-1b169383280253098-prodava-dvustaen-apartament-grad-sofiya-hadzhi-dimitar-ul-vasil-petleshkov
Център,2,110000,66,3,3,0,1,0,0,Гредоред,0,1,0,"Продава се таванско ателие (със статут на апартамент) в идеален център, на улица Балкан. До бул. Христо Ботев. *Моля, без обаждания от брокери и агенции.* *ЗА ОСНОВЕН РЕМОНТ* - спалня - хол - кухня - антре - баня Година на строителство 1931г Без комисионна за купувача. Изрядни документи и надплатени сметки за вода сменени водомери с дистанционно отчитане. Сградата е 3 етажна. Апартамента обхваща целият етаж на сградата. Има отделен вход заедно с втория етаж от къщата, а първия етаж си има свой вход. Правен е ремонт на покрива преди 3 години. Имате опцията да вдигнете височината на помещенията при бъдещ ремонт на покрива, което по прогнозна цена би струвало около 10 000 евро. Таванското ателие има и подземно мазе около 8м2.",https://www.imot.bg/obiava-1b176459078012294-prodava-dvustaen-apartament-grad-sofiya-tsentar-bul-hristo-botev
Център,2,135880,70,3,16,0,0,0,0,Тухла,2028,1,0,"Двустайно жилище с гледка В процес на Строителство Без комисионна Застроена площ: 55,03 кв.м; Обща площ: 69,68 кв.м; Изложение: Запад; Етаж: 3-ти от 16; Етап: подземни етажи. Възможност за закупуване на гараж или паркомясто. Очакван Акт 16: края на 2028 г. Директна продажба от строител без комисионна. Строител-инвеститор: INFINITY Сграда AMARU е модерна 16-етажна сграда, разположена на централна и комуникативна локация! Локация: бул. Мария Луиза 126 Отлична възможност за покупка на изключително кокурентни цени. Предимства на позиция на сградата: Точно до метростанция Княгиня Мария Луиза ; ДКЦ 7, детска градина Братя Грим , 100 ОУ Найден Геров ; Езикова гимназия Света София ; Големи търговски обекти и банки. Инфинити е строително-инвестиционна компания с над 21 години опит в жилищното строителство! Създаваме домове с изключителен дизайн, висококачествени материали и репутация на препоръчвана строителна компания във високия сегмент имоти. Нашите консултанти са на разположение за информация и огледи. Свържете се с нас без колебание! https://infinityproperty.bg/ [email protected] 0700 700 95 Очакваме ви!",https://www.imot.bg/obiava-1b176917734451873-prodava-dvustaen-apartament-grad-sofiya-tsentar
Център,2,169000,69,5,9,0,0,0,0,Тухла,2026,1,0,"www.almainvest.bg град София, ул Васил Петлешков 8. Апартамент 19/вход Б/ ДИРЕКТНО ОТ ИНВЕСТИТОР - АЛМА ИНВЕСТ. Цената е крайна, без инфлационна клауза. Двустаен апартамент в новострояща се сграда ARCH RESIDENCE ул. Васил Петлешков 8 - моста Чавдар. Метростанция Хаджи Димитър 350м. Състои от коридор, дневна с кухня и трапезария, 1 спални, баня с тоалетна, тераса.Обща площ 68,72кв.м Чиста жилищна площ-58,51 кв.м. Издава се на ниво - финна гипсова мазилка, замазка с изпълнени всички вътрешни инсталации, с монтирана блиндирана входна врата, PVC дограма с троен стъклопакет и нискоемисионно К стъкло. Сграда: многокамерни карамични тухли,12 см.топлоизолация, смесена фасада с елементи от естествен камък и минерална мазилка. Луксозно изпълнени общи части и асансьор, система за контролиран достъп. Отопление ток с изпълнена разводка за сплит система за климатик. Дизайнерско озеленяване на дворното пространство и откритите паркоместа. Самостоятелни гаражи на ниво терен и две нива подземни паркоместа достъпни с рампа, БЕЗ асансьорна платформа. Паркоместа - 30 000 евро Гаражи -50 000 евро Начало на строителство м.Април 2024г. Акт 16 Декември 2026г. Сградата е на етап Акт 14 Гъвкава схема на плащане. тел за връзка: 0887 59 75 32/ 0888 876 677/офис 02 971 24 44 /0885 800 928 е-mail: [email protected] /[email protected] www.almainvest.bg http://: almainvest.imot.bg",https://www.imot.bg/obiava-1b172614211231843-prodava-dvustaen-apartament-grad-sofiya-tsentar
Център,2,173000,58,4,8,0,0,0,0,Тухла,2025,1,0,"НОВА СГРАДА С АКТ 16 и РАЗРЕШЕНИЕ ЗА ПОЛЗВАНЕ! КЛЮЧ ЗА ОГЛЕДИ! Сградата се намира на ул.Софроний Врачански 97, в отсечката между бул. Христо Ботев и ул. Опълченска. Представлява непреходен двустаен с коридор,кухненски бокс с лоджия,спалня,баня с тоалетна. Площта по документи е 57,60 с идеалните части от общите части на сградата и 48,30 чиста площ. Апартаментът е с източно изложение. Предава се на шпакловка и замазка без интериорни врати. Към имота може да се закупи надземен гараж. За огледи и информация :0887845643 Петров",https://www.imot.bg/obiava-1b176492742961198-prodava-dvustaen-apartament-grad-sofiya-tsentar-ul-sofroniy-vrachanski
Хиподрума,2,250000,73,2,7,0,0,0,0,Тухла,1970,1,0,"Голям двустаен апартамент находящ се на втори жилищен етаж в поддържана тухлена сграда. Имотът се състои от хол, кухненски бокс и трапезария, спалня, баня с тоалетна и две тераси. Застроената площ на жилището е 73 кв.м., които позволяват преустройството му в тристаен апартамент. Жилището се нуждае от съвременен ремонт. Сменена дограма и блиндирана входна врата. Апартаментът се намира в сграда, находяща се в най- зеления квартал на София. Изградена инфраструктура, в близост до идеален център, училища и детски градини, болници и хипермаркети. Спирки на градски транспорт и метро до всички точки на града. Тухлена сграда1976г. с асансьор и добре поддържани общи части Обади се сега и цитирай този код 669958",https://www.imot.bg/obiava-1b176588100347612-prodava-dvustaen-apartament-grad-sofiya-hipodruma
